Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Cost Accountant (FMCG),The Food Lab,"Maadi, Cairo, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance· Cost Accounting· Cost· Finance· Accounting· Financial Analysis· Reporting· inventory· Cost Accountant· Communication skills,
Light Current Site Engineer -Alex,Leeds,"Alexandria, Egypt",3 days ago,Full Time,Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical· Electrical· CCTV· Electrical Engineering· Light Current· Skills· Projects· Engineering,
Social Worker,Manhattan Schools,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · 3+ Yrs of Exp · Education/Teaching· Social Work· Education· Social· Communication· NGOS,
Senior HR Generalist,ElSewedy Electrometer,"6th of October, Giza, Egypt",3 days ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Human Resources· HR· Recruitment· Human Resources (HR)· Communication· HR Diploma· excel· HR Systems· Human Resources· Microsoft Office,
Projects Manager,Confidential,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Manager · 15 - 20 Yrs of Exp · Project/Program Management· Communication· English· Skills· Project Management· Time Management· Negotiation,
Site Supervisor مشرفين تشطيبات,Tectra Co.,"6th of October, Giza, Egypt",3 days ago,Full Time,Experienced · 7 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Other· Construction· Site Supervision,
Mobile Developer - React Native (Immediately),Dafa,"Haram, Giza, Egypt",3 days ago,Full Time,Experienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Java· iOS· Information Technology (IT)· Design· Computer Science· Android· Programming· React Native,
"Project Manager, Scrum Master",Dafa,"Haram, Giza, Egypt",3 days ago,Full Time,Experienced · 6 - 13 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· Communication· Development· Information Technology (IT)· Management· Project· Project Management· Scrum,
NodeJs Backend Developer (Immediately),Dafa,"Haram, Giza, Egypt",3 days ago,Full Time,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Programming· Node.js· Software Development· Computer Science· Web Development· back-end· Information Technology (IT)· React,
Sustainability Adminstrator,Confidential,"6th of October, Giza, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Administration· Environmental· Sustanbility· Research· english,
Full Stack Developer,Alkan CIT,"Mokattam, Cairo, Egypt",3 days ago,Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Software Development,
Art HOD,British International School,"Ismailia, Egypt",3 days ago,Full Time,Manager · 10 - 16 Yrs of Exp · Education/Teaching· HOD· Art· Adobe After Effects· Adobe illustrator· Adobe Premiere Pro,
Legal Department Admin Assistant,Fresenius Medical Care,"Sheraton, Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Administration · Legal· Paralegal· Legal· Law· Administration· Admin Assistant,
Year 7 English Teacher,The British School Of Elite Education,"Shorouk City, Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Education/Teaching· Class teacher· English· Education· Teaching,
Facilities Manager,Speed Medical,"Sheraton, Cairo, Egypt",3 days ago,Full Time,Manager · 5+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Installation/Maintenance/Repair · Medical/Healthcare· Engineering· Facility Management· Healthcare· Maintenance· Safety· Administration· Management,
IT Help Desk Technician,The British School Of Elite Education,"Shorouk City, Cairo, Egypt",3 days ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development· Help desk· Information technology· Information Technology (IT)· Computer Science· Installation,
Math Teacher,Manhattan Schools,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 6 Yrs of Exp · Education/Teaching· Math· Education· Mathematics· Math Teacher· Teaching· Communication skills· Teacher,
Head Of Math's,British International School,"Ismailia, Ismailia, Egypt",3 days ago,Full Time,Senior Management · 10 - 16 Yrs of Exp · Education/Teaching· Math· Mathematics,
Quality Control Engineer (Bridges),Rowad Modern Engineering,"Wadi Alnatrun, Beheira, Egypt",3 days ago,Full Time,Experienced · 3 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture· Bridges· Civil· Civil Engineering· Engineering· Quality Assurance· Quality engineer· Quality Control,
Account Executive (Advertising),Your Wedding Guide,"Dokki, Giza, Egypt",3 days ago,Full Time,Entry Level · 1+ Yrs of Exp · females_only · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail· Sales· Media Sales· Marketing· Customer Service· Advertising· Client Relationships· Sales Skills,
Junior Underwriter - Giza,Arope Insurance,"Dokki, Giza, Egypt",3 days ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · males_preferred · Writing/Editorial · Analyst/Research· Accounting· Business Administration· Writing· Insurance· Underwriting· English· Arabic,
Quality Inspector - Cairo,IMUT International Marathon United Technology,"Obour City, Cairo, Egypt",3 days ago,Full Time,Entry Level · 1+ Yrs of Exp · Quality· QC· quality· Quality Assurance· Quality Control· Health and Safety· English· Testing,
Electrical Engineer,Confidential,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Engineering - Mechanical/Electrical· Electrical Engineering· Microsoft Office· Microsoft· Communication· Skills· Engineering· Electrical,
Quality Section Head - Cairo,IMUT International Marathon United Technology,"Obour City, Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Quality · Engineering - Other· Quality Control· QC· Quality Assurance· Engineering· English· Audit,
Product Owner,Naqla,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Experienced · 5+ Yrs of Exp · females_preferred · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· Product· product manager· Software Development· Product Owner· Computer Science· Information Technology (IT)· JIRA,
General Accountant /Manufacturing,Al Andalus Electrical Solutions,"6th of October, Giza, Egypt",3 days ago,Full Time,Experienced · 2+ Yrs of Exp · males_only · Accounting/Finance· Accounting· Cost Accounting· Manufacturing· Microsoft Office· English· Finance· Financial Analysis· Communication skills· Financial Management,
Business Travel Counselor - German Speaker,CWT Egypt,"Heliopolis, Cairo, Egypt",3 days ago,Full Time,Experienced · 2+ Yrs of Exp · Customer Service/Support · Tourism/Travel· Customer Service· Tourism· Travel· Business Development· English· German,
Architecture Engineer,Confidential,"Cairo, Egypt",3 days ago,Full Time,Experienced · 5 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture· AutoCAD· Communication· Projects· office· Architecture· drawing tools· Drawing,
Software Tester,Naqla,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Experienced · 3 - 7 Yrs of Exp · females_preferred · IT/Software Development · Quality · Engineering - Telecom/Technology· Software· Software Testing· Testing· Test· Quality Control· Information Technology (IT)· software Programs,
Business Development Consultant (E-Training),classera,"Cairo, Egypt",3 days ago,Full Time,Experienced · 5+ Yrs of Exp · Business Development · IT/Software Development · Sales/Retail· Sales Management· Negotiation· Business Administration· Sales Target· Customer Service· English· Sales,
Business Development Consultant (Education),classera,"Assiut, Egypt",3 days ago,Full Time,Experienced · 5+ Yrs of Exp · Business Development · IT/Software Development · Sales/Retail· Sales Management· Negotiation· Business Administration· Sales Target· Customer Service· English· Sales,
SR Polymers Sales Executive,Gap Polymers,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · 3 - 6 Yrs of Exp · Sales/Retail· B2B· sales skills· Sales· Polymers· Polymer· PP· PVC· English· Raw Materials,
Auditor,Blue Nile,"Zamalek, Cairo, Egypt",3 days ago,Full Time,Experienced · 3 - 6 Yrs of Exp · Accounting/Finance· Accounting· Finance· Financial Analysis· Auditing· Financial Accounting· Commerce· Microsoft Office· Internal Controls,
Digital Marketing Section Head,Saudi German Hospital,"New Nozha, Cairo, Egypt",3 days ago,Full Time,Manager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Digital Marketing· Marketing· Pharmacy· Medical· Digital,
Backend Developer,Khales,"Giza, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· back-end· Agile· Python· API· Computer Science· Information Technology (IT)· Java· PHP,
SR Sales Executive (Masterbatch),Gap Polymers,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · 5+ Yrs of Exp · Sales/Retail· B2B· sales skills· masterbatch· Polymers· Raw Materials· Sales Target· Sales· selling skills· English,
Partner Success (Account Manager),The Food Lab,"Maadi, Cairo, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support· Account Management· Management· Customer· Customer Service· Customer Success· Customer Care· Customer Relations· Customer Satisfaction· English,
Project Manager Engineer,Confidential,"Maadi, Cairo, Egypt",3 days ago,Full Time,Manager · 10 - 18 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management· PMP· Management· Planning· Project· Project Management· Primavera· Communication· Claims,
Senior React & React Native Developer,Confidential,"Maadi, Cairo, Egypt",3 days ago,Full Time - Freelance / Project,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· CSS· front-end· HTML· Information Technology (IT)· JavaScript· jQuery· React,
Senior Backend - Django & DevOps Developer,Confidential,"Maadi, Cairo, Egypt",3 days ago,Full Time - Freelance / Project,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· Cloud· Computer Science· Database· Design· Development· Django· Information Technology (IT),
Senior Electrical Engineer,Confidential,"New Cairo, Cairo, Egypt",3 days ago,Full Time,Experienced · 5+ Yrs of Exp · Engineering - Mechanical/Electrical· Development· Electrical Engineering· Electrical· Engineering· Construction· Real Estate,
Sales Specialist,PICO,"Zamalek, Cairo, Egypt",3 days ago,Full Time,Experienced · 3 - 4 Yrs of Exp · Sales/Retail· Sales· Sales Target· sales skills· Computer Skills· Customer Service· English· MS Office,
Digital Manager,Wadi Degla Group,"Maadi, Cairo, Egypt",3 days ago,Full Time,Manager · 5 - 7 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Media/Journalism/Publishing· Digital· Digital Marketing· Marketing· mobile applications· Social Media· Websites· Media,
Operations Manager (Freight Forwarder) – Alexandria,Capital logistics,"Mahta Alraml, Alexandria, Egypt",3 days ago,Full Time,Manager · 5+ Yrs of Exp · Logistics/Supply Chain · Operations/Management· Freight Forwarder· Operations· Logistics Operations· Logistics· Logistics Management· Customer Service· Freight Forwarding· Shipping,
Marketing Executive - Real Estate,Confidential,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising· Digital Marketing· Marketing· Real Estate· Digital· Market Research· English· Business Administration· Communication· SEO,
Outdoor Sales Representative,Techforce,"Cairo, Egypt",3 days ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· SaaS· Cloud· Selling· CRM· Customer Service· Sales Target· sales skills,
Sales Representative,Techforce,"Cairo, Egypt",3 days ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· SaaS· Cloud· Selling· CRM· Customer Service· Sales Target· sales skills,
Visiting Professor Coordinator,Saudi German Hospital,"New Nozha, Cairo, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · females_only · Medical/Healthcare · Pharmaceutical· Medical· Pharmacy· Healthcare· Science· English,
Product Designer (UX/UI),Confidential,"Cairo, Egypt",3 days ago,Full Time - Work From Home,Experienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· Design· Designer· UX· UI/UX· ui· Product Design· Prototyping,
Inventory Controller,Al Salam Company,"10th of Ramadan City, Cairo, Egypt",3 days ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Accounting/Finance· inventory· Logistics· Inventory Control· Supply Chain,
Purchasing Administrator,realme,"Nasr City, Cairo, Egypt",3 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · males_only · Administration · Logistics/Supply Chain · Purchasing/Procurement· Business Administration· Purchasing· Logistics· English· Microsoft Office· Procurement,
